product,rating,text
10006894,5.0,Большой экран. Удобная подставка у телека.
10006894,5.0,"Цена совсем чуть ниже, чем ожидал. Даже на 1 пивас еще хватило ?? class="
10006894,5.0,"Пока поднимали на 10 этаж телевизор, по всей видимости род тяжестью своего веса изогулся, зато его можно смотреть из любой комнаты квартиры, даже туалета."
10006894,5.0,Доступная цена
10006894,5.0,"Не прочный корпус-прогнулся, на максимальной громкости в доме переодически вываливаются окна, поднимается крыша."
10006894,5.0,56 тыс за килограмм отличная цена/качество 
10006894,5.0,если разогнуть экран становится больше
10006894,5.0,"постоянно пытается согнутся обратно ( к гипсокартону не крепить , не держится) "
10006894,5.0,"НАЧИТАЛАСЬ ХОРОШИХ ОТЗЫВОВ И РЕШИЛА:НАДО БРАТЬ.В МАГАЗИНЕ СКАЗАЛИ,ЧТО ПОСЛЕДНИЙ ОСТАЛСЯ, ТАК КАК ОЧЕНЬ ПОПУЛЯРНАЯ МОДЕЛЬ.НИЧЕГО ,ЧТО С ЦАРАПИНАМИ -ЗАТО ТЕПЕРЬ ТАКОЕ ЧУДО В ДОМЕ."
10006894,5.0,МНОГО
10006894,5.0,ПЛАТНАЯ ДОСТАВКА
10006894,4.0,"Долго думал, что купить - Эйфелеву башню или это телек. Но всё-таки выбрал его."
10006894,4.0,"Отличный телек, Змейка не лагает"
10006894,4.0,Тяжелый
10006894,5.0,"Телевизор хороший. Взял ипотеку на 30 лет. Родители дали платят ипотеку за квартиру. На оплату ЖКХ не хватает( Грузчики молились, как бы он не упал, даже были готовы отдаться в рабство. В дверной проем не влез. Пришлось его ломать. Решил однажды повесить не стену. Стена упала. Теперь соседям платим за стену. Сейчас живем в коробке, т. к. на ремонт стены не хватало, и мы продали квартиру. Ипотека осталась, сейчас скрываемся от властей. В телевизор встроен обогреватель. Коробка просторная, прям настоящий дом. Иногда бьется током, но это ничего. В общем, продавайте все, что у вас есть и бегом в магазин за этим телеком. Не пожалейте)"
10006894,5.0,"Большой, с изогнутым экраном."
10006894,5.0,Нет
10006894,5.0,Купил эту замечательную фоторамку маме на масленицу
10006894,5.0,++++++++
10006894,5.0,-------
10006894,5.0,"Хороший телевизор. Рекомендую всем на Рублёвке. Думаю, теперь наши футболисты сборной попадут по воротам. По крайней мере, этот телевизор точно это покажет."
10006894,5.0,"Купил телевизор на дачу, чтобы футбол смотреть, особенно Чемпионат мира 2018г. Теперь наша сборная точно попадёт по воротам."
10006894,5.0,Потребляет много московской эл.энергии.
10006894,5.0,"Граждане, а ведь реально низкая цена.  По поиску яндекс маркет Телевизоры › Samsung цена  : от 6 420 000,00 р. до 6 490 000,00 р.



"
10006894,5.0,Естественное отображение каждого цвета и оттенка
10006894,5.0,"Имущественный налоговый вычет не предоставят, дата выхода 2014 г"
10006894,5.0,"Приобрел этот телевизор в рассрочку на 12 месяцев по программе 0-0-12. Врачи говорили что три почки это патология, старший менеджер отдела продаж при оформлении документов сказал что это дар божий. Одной почки хватило как раз на оплату одного месяца. В мае второй платеж...  Ну ничего люди и с одной почкой живут.  С покупкой телевизора отпала необходимость худеть. Теперь питаюсь исключительно легкой пищей - воздухом. Для включения пришлось записать напрямую от городской электростанции. При включении в округе вырубает свет у всех. Но свечение из окна в радиусе километра собирает людей помолиться. Так как телевизор смотрим всей семьей решено было скинуться по почке всем. Получили грамоту от министра здравоохранения за обеспечение донорскими почками Москву на год вперёд. В целом оно того стоит. Советую..."
10006894,5.0,Можно в рассрочку
10006894,5.0,Мало почек для оплаты
10006894,5.0,"Решайте сами, если не жалко 1520 рублей за доставку, берите. Телик хороший!
Ах, да, чуть не забыл! Не вошёл в двери, стоит на площадке (зря не почитал отзывы, писали же, что большой...). Живу теперь рядом. Охраняю..."
10006894,5.0,"Очень хороший ТВ. Картинка, звук, глубина черного, дизайн, качество исполнения и т.д."
10006894,5.0,"Очень, ОЧЕНЬ дорогая доставка, т.к. в ГАЗель не вошел, пришлось заказать ГАЗон, а это минимум 4 часа по 380 рублей за час!!! Вот и считайте сами в какие деньжищи обошлась доставка."
10006894,5.0,"В общем,надо брать,пока доллар не подскочил.    Грузчики если его случайно уронят,сразу сводят счеты с жизнью или в рабство навечно себя отдают?"
10006894,5.0,Доставка недорогая.
10006894,5.0,"Только двое очков в комплекте. Для всех скинувшихся зарплатами на это чудо,маловато. Но мы вышли из положения- пользуемся театральными биноклями,когда всем городом смотрим ТВ."
10006894,5.0,"Всё думаю о покупке этого телевизора, вот только сильно переживаю, а потянит ли он картинку с моего 4-х головочного видеомагнитофона? Не расстроит ли меня качество изображения с видеокассет?"
10006894,5.0,"Отличный размер телевизора! Можно поставить его по середине комноты и тем самым разделить её на две зоны. Зона для просмотра передач и зона для обогрева, сушки белья и обуви."
10006894,5.0,Нет колёсиков для перемещения телевизора по полу.
10006894,5.0,"Мой старый телевизор на вахте был чуточку поменьше. Все в нашей школе стали переживать что я почти слепая и не могу разглядеть в старом телевизоре ничего, включаю его по громче и вяжу. Старый телевизор оглушал сидящую рядом уборщицу так что она почти перестала слышать как и я. Мои добрые коллеги купили мне этот, побольше телевизор. И я перестала вязать носки и стала смотреть... Но эта диагональ была явно больше, а я поставила телек как и раньше перед носом. И легла с катарактой через неделю. Вывод телевизор крутой но пожилым не рекомендую!"
10006894,5.0,очень большой
10006894,5.0,"пожилым нельзя смотреть близко, развивается катаракта"
10006894,1.0,"Купил себе 5 таких, поставил во дворе составил из них 4 стены и сверху накрыл ещё одним и покрыл битумом. Включаю на 4 пейзаж, а на 5 звездное небо. Роскошно и свежий воздух снизу под подставками задувает. На днях приходил Гордэн Фримен снимал у меня передачу про космос. Советую всем кто не чист на руку;)"
10006894,1.0,Хорошо вписывается в дизайн города
10006894,1.0,"Вокруг тает снег, облучаются люди. Не могу ткнуть в 5 звезд в отзыве."
10006894,5.0,Телевизор полностью вписался в интерьер моей комнаты в общежитии. Я доволен!
10006894,5.0,телевизор огонь! пришлось продать все 2 свои почки... но оно того стоит.
10006894,5.0,"жить тяжко теперь, но ничего"
10006894,4.0,"ребенку очень понравилось. покупали для игры в марио,майнкрафт . вчера посмотрели фильм в качестве ""камрип"" и были приятно удивлены! за свою цену картинка шикарна, да еще и цветна!"
10006894,4.0,"удобно играть в марио,майнкрафт,цветная картинка. ""камрипы смотреть очень удобно"""
10006894,4.0,"сын сказал что в игре ""марио"" все уровни помещаются на диагонали экрана, попросил занести в минусы. так же не поместился в мой вертолет, пришлость покупать новый, побольше."
10006894,5.0,"В целом, по цене недорогой, отличный выбор для начала. Не понимаю, кто согнул экран, но главное не качество изображения, цена, разрешение экрана, а главное - что все работает!"
10006894,5.0," Вот и я стал обладателем этого чуда. Понял, что данная модель очень популярна  и отзывов много положительных. Продал жильё ,как многие и не прогадал. Так как сама коробка от телека вполне может заменить  квартиру ,реально большая , покрыл краской , чтоб дольше не мокла. Телек пока не включал, т.к. электричество пока недоступно."
10006894,5.0,Сделал меня крутым.
10006894,5.0,Упаковочная коробка не долговечна.
10006894,5.0,На самом деле телек плохой. всего 2 пары очков в комплекте. и как прикажете ими делиться? о чем думает производитель? 
10006894,5.0,посторонние не могут войти в квартиру
10006894,5.0,вообще никто не может войти
10006894,3.0,"В целом как планшет неплох, но почему-то не предусмотрен встроенный аккумулятор. В портфеле с собой на работу не захватишь."
10006894,3.0,Удобно лежит в руке
10006894,3.0,"В жизни меньше, чем на фото"
10006894,5.0,"Ну вот и осуществил свою мечту продал хату квартиру.. купил телик.. живу теперь в коробке от него, не чуть не меньше моей квартиры.. зато телик теперь смотрю и ахх...юю всё круто жищнь удалась!!"
10006894,5.0,Стал счастливым
10006894,5.0,Холодно зимой
10006894,5.0,Купил за 3 картиры и не жалею! От экрана вечно тепло! Это замечательный телевизор!
10006894,5.0,Телевизор большой и просторный! Живется хорошо!
10006894,5.0,Трудно подключить водопровод. Нет мебели!!! Иногда бьет током!!!
10006894,4.0,Подходит для подарка любимой женщине.
10006894,4.0,Работает от сети 220 Вольт. 
10006894,4.0,Очень большой отсек для батареек в телевизоре 250 шт. Очень долго всталять (в отсек) постоянно вываливаются.
10006894,5.0,"Сначала подумал,что ошибся в цифрах в цене. Но затем пересчитал и успокоился. Все 7 цифр на месте, а не 6 как первый раз посчитал. А то дешевкой китайской попахивает за шестизначную сумму. Думаю такой еще один прикупить, на дачный домик в солнечной Севильи. Вот начнут бюджет рассматривать на будущий год, тогда и куплю. А может кто раньше решит построить что-нибудь...а тут я с землей помогу так сказать их строительству. В конце концов у нас два человек могут работать и за пятерых, и за шестерых. А получать как за одного...  вообщем сможем поднакопить на маленькие радости жизни.  Главное, чтобы туда доставка была не дороже 490 рублей."
10006894,5.0,"Теперь к моему особняку на 8000 кв.м. и машине из платины, инкрустированной бриллиантами,добавилась и эта недорагая нужня вещь в быту"
10006894,5.0,"Можно было бы сделать чуть побольше экран, а то в маленькой комнате иногда его незметно"
10006894,5.0,В общем то телек идеально подходит для туристов (Так как теперь путешествую с ним под мышкой по городу).
10006894,5.0,"Дешевый, Красивый, удобный, легкий, не большой, хорошее качество, тепло."
10006894,5.0,"Остался без квартиры, почек, машины, велика, компа и даже пришлось продать свою старую NOKIA..."
10006894,4.0,"Скажите, а колонки Genius компьютерные можно в него воткнуть, улучшится ли звук? Я просто в старый телевизор Рубин (72 сантиметра, не дюйма) втыкал, лучше было! ???ОТВЕТ ЭКСПЕРТА «М.ВИДЕО»???Андрей, данная ситуация будет зависеть от качества звучания Ваших колонок Genius, а также, имеются ли на них варианты подключения, представленные на этой модели телевизора, для вывода звука на внешние устройства. "
10006894,4.0,"Остался без квартиры, почек, машины, велика, компа и даже пришлось продать свою старую NOKIA.Зато приобрёл телек своей мечты)))"
10006894,4.0,Избавился от совсе ненужных вещей 
10006894,4.0,Пока незнаю как буду смотреть его зимой (((
10006894,5.0,"Подумываю отказать от всех реальных мечтаний, после того ,как увидел его.Думаю устроится на 24-х часовую рабочую смену, и отказаться от еды, в принципе раз в 2-3 недели можно себя побаловать чашечкой риса, от поездок на трамвае тоже откажусь, пешие походы полезны,решил,что  жениться накладно, жена не даст скопить). Думаю, если сейчас уже начну, то к пенсии обязательно скоплю,жаль не кому будет оставить его в наследство, придётся дарить государству, всё таки надо же чем то жертвовать для достижения своей мечты."
10006894,5.0,мечта
10006894,5.0,нет
10006894,5.0,Из магазина вытаскивали отбойным молотком. Долбили стены.
10006894,5.0,"Большой, понравился собаке, стала лизать и слизала плазму"
10006894,5.0,Устала лизать телевизор
10006894,5.0,Ребят!!! А вы ноликом не ошиблись?! Последняя цифра явно лишняя..))
10006894,5.0,Большой
10006894,5.0,Не золотой
10006894,5.0,"Продал квартиру, купил телевизор."
10006894,5.0,Не дорогой
10006894,5.0,Не дешевый
10006894,5.0,"Дороговато конечно, но если платить кредиткой то 5% скидки и 10000 вернется балами"
10006894,5.0,"Позволяет сэкономить рулон обоев, шутка, из-за задних ножек все равно вплотную к стене не предвинешь :)"
10006894,5.0,"При просмотре сериалов с антенны сильно мылит картинку, за такие деньги могли бы поправить"
10006894,3.0,Пришлось выкинуть холодильник и поставить пульт от телевизора
10006894,3.0,Хороший звук
10006894,3.0,"Мухи взрываются на лету от звуковой волны, крайне проблематично оттирать от поверхностей"
10006894,4.0,В целом очень хороший
10006894,4.0,"Хороший телевизор, четкая картинка"
10006894,4.0,Нет разъема USB3.0
10006894,5.0,"Приходиться одевать очки для дали чтобы разглядеть мелкие детали, когда играю на нем в третьих героев. Неустойчивый - кошка умудрилась его уронить. Теперь в углу трещина заклеенная скотчем, а подставку пришлось переделать из столика с помойки "
10006894,5.0,Он работает!
10006894,5.0,"Экран маловат, при этом разрешение очень высокое"
10006894,5.0,"Скинулись всем селом на этот чудо телевизор, теперь в избе всегда тепло, т.к. народу не протолкнутся, одна проблема, спать стоя неудобно. Спасибо вам за такой классный гаджет !!!"
10006894,5.0,Хорошо держит стену избы 
10006894,5.0,Уходит пять мешков картошки на просмотр одного фильма
10006894,5.0,"Купила телевизор, осталось купить квартиру,  банк отказал. В банке сказали, что в ипотеку можно что-то одно или квартиру, или телевизор! как же мне быть? живу на улице, но телевизор со мной, счастлива, спасибо фирме Самсунг!"
10006894,5.0,"Можно купить в ипотеку на 25 лет, низкая процентная ставка"
10006894,5.0,В ипотеку не включили стоимость доставки
10006894,1.0,"Самое полезное от этого чуда это комменты людей! Ей Богу ржал от души!
"
10006894,1.0,Комменты
10006894,1.0,Некоторые люди серьезно рассуждают об этом монстре!)))
10006894,5.0,"Продал квартиру, машину, пару органов  (как многие на этом сайте) и купил  прекрасный телевизор. Картинка нравится очень, телевизор теплый. Это удобно, потому что я живу теперь в коробке от него. Им можно урываться или использовать как  шезлонг. И тогда я произвожу неизгладимое впечатление на девушек. Не хуже олигарха выгляжу. Что еще.. Да, воду и газ в него подвести тоже не удалось, это минус. Самсунг молодец, в который раз удивляют  своими разработками"
10006894,5.0,находит много применений
10006894,5.0,урываться им не очень удобно
10006894,5.0,"Первую неделю смотрел с удовольствием, но так как квартиру пришлось продать, очень по душе было, что осталась большая коробка."
10006894,5.0,"Очень пригодился бонус в 10000р, а то не хватало на оплату ЖКХ."
10006894,5.0,"6 млн, не совсем вписались в бюджет."
10006894,5.0,"Телевизор - супер, буду всем рекомендовать и показывать , какой он большой, космическое изображение и это Самсунг "
10006894,5.0,Бонус в 10000
10006894,5.0,"Жаль , что нельзя купить на эти бонусы еды "
10006894,5.0,Ну что сказать. Телевизор как телевизор. Решила его повесить ради интереса. Теперь вместо стены служит. 2в1. Не плохо.
10006894,5.0,"Цена. Когда купила Бентли, осталась от сдачи мелочь, вот и взяла его."
10006894,5.0,"Продавцы косо смотрели, когда спросила можно ли мелкими расплатиться."
10006894,5.0,"Смотрю с 2-х метров, ощущения полного погружения. Повесил на стенку, упал вместе со стеной, теперь соседей видать."
10006894,5.0,размер экрана
10006894,5.0,Смотрю Путина и Медведева на нем.  В его диагональ влазит госдолг США! 
10006894,5.0,Сплошные 
10006894,5.0,Нет
10006894,5.0,я председатель колхоза! Думал очень долго - брать или не брать - в итоге с женой посоветовался и решили купить этот замечательный телефизор к себе в домик! вогнали колхоз еще в больее долги - взыли кредиты - но телевизор все же купили! радует!!! 
10006894,5.0,очень плоский!! 
10006894,5.0,нетУ
10006894,5.0,"Отличная модель. Буквы на экране большие, теперь бабушка разбирает текст самостоятельно, а не заставляет читать прогноз погоды на неделю вслух. Спасибо!"
10006894,5.0,большой
10006894,5.0,нельзя подвесить на стену
10006894,5.0,"Телевизор приобретен для использования в качестве монитора головного устройства на автомобиль БелАЗ-75710.  Очень бюджетная и функциональная модель. Прекрасно разместился на площадке перед кабиной. Работает в режиме дополнительной реальности. Подумываю о приобретении еще пары штук для установки справа и слева, для полного погружения в виртуальную реальность.
"
10006894,5.0,Цена.
10006894,5.0,Слабый звук.
10006894,5.0,"жду коллекторов, на оплату ЖКХ не хватает!"
10006894,5.0,"Отличная цена! получил зарплату, пошел и купил."
10006894,5.0,не влазиет в квартиру! смотрю на улице.
10006894,5.0,"Я думаю место этого телевизора можно купить 2-х комнатную квартиру в москве и  не заморачиваться *)
"
10006894,5.0,Вообще копейки стоит . Я думаю надо брать 
10006894,5.0,звук мало 
10006894,5.0,"Да телек нормальный, теперь ездить заграницу не планируем . просто ставим картинку места на телеке и  все этого достаточно. Если хотим прогуляться включаем гугл карты   Гугл карты ""Просмотр улиц и ходим.  За всю жизнь думаю окупим все поездки заграницу и даже больше"
10006894,5.0,Стал быстрее засыпать
10006894,5.0,"Если просыпаюсь и телек включен, не сразу врубаюсь - где я в реальности или во сне"
10006894,5.0,Купил по совету господина Хорошавина...увидемся скоро
10006894,5.0,Кнопка плюс на повышение громкости
10006894,5.0,Кнопка плюс на уменьшение громкости
10006894,5.0,"Хороший телевизор! Можно смотреть новости на каналах ""россия"" ""первый канал"" и мои любимые телешоу , жить здорово, контрольная закупка."
10006894,5.0,"изогнутый екран, хорошее качество каналов, теперь могу смотреть новости на 4k телевизоре."
10006894,5.0,"теперь живу в общаге, кушаю дошик, езжу в маршрутке."
10006894,5.0,"отличный телевизор!тепер в моей однокомнатной квартире появилась вторая восхитительная комната,где я могу в реальности увидеть во весь рост Петросяна!"
10006894,5.0,много плюсов
10006894,5.0,нету
10006894,5.0,"просмотр кино  и сериалов в 4 k  просто  офигенно, а то что 3D присутствует просто потрясно,погружаешся в атмосферу игры или фильма смотря что делаю.   

планирую в скором времени купить еще   данную модель телевизора , только после того как куплю под него квартиру чтоб он пролез а то тяжелый он очень.  а так  аппарат мощь."
10006894,5.0,5k 
10006894,5.0, ну как они могут быть за такие деньги
10006894,5.0,"Я работал, 10 лет и откладывал все эти года на телевизор. Почему бы нет. Не стоит себе не в чем отказывать."
10006894,5.0,Хорошая картинка за приемлемую цену.
10006894,5.0,"Пришлось квартиру покупать соответствующих габаритов, чтоб до экрана телевизора в зале осталось метров 10. Глаза не стоит портить."
10006894,5.0,Телевизор хорош.Но вот только до его покупки употреблял элитные напитки после его покупки денег осталось только на коробку вина изабелла сижу горюю 
10006894,5.0,Очень большой всю жизнь мечтал 
10006894,5.0,по финансам накладно
10006894,5.0,"Денег нет, но вы держитесь!"
10006894,5.0,Только в такой диагонали помещается физиономия депутата Единой России
10006894,5.0,"Он чуть дороже месячной зарплаты депутата, но это мы скоро исправим."
10006894,1.0,За такую цену можно дом купить а не телек
10006894,5.0,"Учитывая кэшбэк , совсем недорого .  Есть возможность ,не вставая со стула , переключать телеканалы  со специально пульта.  Так же , как я понял, встроен обогреватель. "
10006894,5.0,"Есть пульт дистанционного управления,  функция wifi . Можно смотреть издалека.В комнате стало гораздо теплее.  "
10006894,5.0,За такую цену нет. 
10006894,5.0,"Покупала мужу на Новый Год по совету хороших знакомых . Не знала , что выбрать ,этот телевизор или бритву.  Не жалею о выборе, мужу  подарок понравился . Говорит, что  в танки играть стало еще интересней."
10006894,5.0,Большой
10006894,5.0,Кривой экран
10006894,3.0,"Взял на кухню, выбирал из недорогих, очень доволен, советую всем кто хочет хорошее качество за небольшие деньги!"
10006894,5.0,"Когда первый раз увидела этот телевизор, отвисла нижняя челюсть с губищей. До сих пор приходится прикрывать шарфом. Играю на нем в PlayStation в гонки, так как дядьки из МВД отжали права. Эх глупые дядьки, столь колбасы мимо них пролетело.  Этот телик, вся моя жизнь и карьера стритрейсера. Добиваюсь реальных успехов, аварий с летальным исходом больше не допускаю. Советую всем своим друзьям."
10006894,5.0,Заменил мне реальность
10006894,5.0,Перекосило рыло
10006894,5.0,А так уже наличку снял расплачиваться
10006894,5.0,На кассе сказали что доставка 490 р 
10006894,5.0,Слишком дорогая доставка
10006894,5.0,"Не могу решить - доставка или забрать бесплатно самому?
вроде и возиться неохота, а с другой стороны."
10006894,5.0,большой
10006894,5.0,дешевый
10006894,5.0,Лопнул экран
10006894,5.0,Идет шнур 220 в комплекте!
10006894,5.0,Видны пиксели
10006894,4.0,Если можете прожить с одной почкой то это безсомнения ваш телевизор!
10006894,4.0,"Отличный телевизор, при просмотре  фильма будто сам участвую в картине! Цвета реалистичны как радуга после дождя, и греет всю квартиру даже решил отказаться от отопления!"
10006894,4.0,Пришлось продать почку 
10006894,5.0,"Еще не включал - отключили электричество за неуплату. Купил, что бы из разбитого окна лоджии не дуло. С задачей справляется на ура! 
Коробкой из под телевизора второй месяц топлю буржуйку.
Покупкой доволен."
10006894,5.0,Закрывает вид кладбища из окна лоджии.
10006894,5.0,В квартиру не попадает солнечный свет.
10006894,5.0,"После покупки телевизора огромная экономия на билетах. Матчи Спартака смотрю у себя дома в Бирюлево, экономлю время на поездках на стадион. После матча сразу ложусь спать, не надо идти в раздевалку и поздравлять команду с очередной победой. Прекрасный телевизор, с таким телевизором можно прикупить ещё пару команд из Англии и Испании. БУДУ СМОТРЕТЬ ФУТБОЛ!!!"
10006894,5.0,"большой, недорогой!"
10006894,5.0,доставка не входит в стоимость
10006894,5.0,Отлично видно как бьет рекорды и забивает голы
10006894,5.0,Отличное качество при просмотре рекордов !!!
10006894,5.0,Их нет
10006894,5.0,"Живу в общаге, поэтому слышимость комнат приличная. Благодаря этому телевизору я решил эту проблему. Когда я смотрю тв, шум от соседей минимальный, так как все начинают слушать мой телик и замолкают. Телик поставил напротив окна, теперь под окнами собираются люди и я устраиваю вечерний киносеанс и беру бабки за билет) Особенно радует его громкость и не приходится пользоваться колонками (я просто открываю окно и звук слышен на всю улицу). Ценой доволен, так как я окупил его стоимость всего за 2 года. Советую!!!"
